sale_id,date,product_id,contract_id,qty,price,revenue,product_name,category,type,min_price,max_price,is_active,client,contracted_monthly_qty,contracted_price,duration_days,year,month,quarter,week,ym,weekday,total_material_cost,material_cost_total,gross_margin,margin_pct
9511,2022-06-19,AF_75,CON_2,122,7758,946476,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2022,6,2,24,2022-06,Sunday,47,5734,940742,99.39
9512,2021-11-12,ESP,CON_10,117,8726,1020942,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2021,11,4,45,2021-11,Friday,58,6786,1014156,99.34
9513,2023-02-18,MX_IND,CON_8,119,6461,768859,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2023,2,1,7,2023-02,Saturday,59,7021,761838,99.09
9514,2024-03-26,BL_IND,CON_1,107,5372,574804,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,3,1,13,2024-03,Tuesday,86,9202,565602,98.4
9515,2023-02-23,AF_5,CON_19,115,6076,698740,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2023,2,1,8,2023-02,Thursday,74,8510,690230,98.78
9516,2022-04-12,ESP,CON_10,117,6091,712647,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,4,2,15,2022-04,Tuesday,58,6786,705861,99.05
9517,2024-04-14,MX_IND,CON_15,99,8052,797148,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2024,4,2,15,2024-04,Sunday,59,5841,791307,99.27
9518,2021-08-06,AF_75,CON_23,128,7920,1013760,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2021,8,3,31,2021-08,Friday,47,6016,1007744,99.41
9519,2020-10-11,ESP,CON_10,121,9555,1156155,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2020,10,4,41,2020-10,Sunday,58,7018,1149137,99.39
9520,2022-06-08,MX_IND,CON_8,115,6901,793615,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2022,6,2,23,2022-06,Wednesday,59,6785,786830,99.15
9521,2023-03-02,FAN_STD,CON_6,116,2212,256592,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,3,1,9,2023-03,Thursday,88,10208,246384,96.02
9522,2021-02-14,EX_FLAT,CON_12,135,1715,231525,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2021,2,1,6,2021-02,Sunday,71,9585,221940,95.86
9523,2022-12-04,EX_CIRC,CON_24,117,2262,264654,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2022,12,4,48,2022-12,Sunday,88,10296,254358,96.11
9524,2023-03-03,SW,CON_3,129,2190,282510,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2023,3,1,9,2023-03,Friday,76,9804,272706,96.53
9525,2024-11-05,BL_CHOP,CON_5,110,1906,209660,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2024,11,4,45,2024-11,Tuesday,39,4290,205370,97.95
9526,2020-07-13,AF_75,CON_23,101,7209,728109,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2020,7,3,29,2020-07,Monday,47,4747,723362,99.35
9527,2022-04-11,ESP,CON_10,126,9176,1156176,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,4,2,15,2022-04,Monday,58,7308,1148868,99.37
9528,2022-11-04,EX_FLAT,CON_20,109,2059,224431,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2022,11,4,44,2022-11,Friday,71,7739,216692,96.55
9529,2023-05-22,FAN_STD,CON_6,151,2595,391845,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,5,2,21,2023-05,Monday,88,13288,378557,96.61
9530,2020-03-09,AF_75,CON_14,123,7630,938490,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2020,3,1,11,2020-03,Monday,47,5781,932709,99.38
9531,2022-08-07,MX_IND,CON_17,110,6277,690470,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2022,8,3,31,2022-08,Sunday,59,6490,683980,99.06
9532,2024-10-20,FAN_STD,CON_6,117,2563,299871,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2024,10,4,42,2024-10,Sunday,88,10296,289575,96.57
9533,2022-12-07,BL_KIT,CON_21,114,2906,331284,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2022,12,4,49,2022-12,Wednesday,102,11628,319656,96.49
9534,2023-11-22,AF_75,CON_14,108,8659,935172,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2023,11,4,47,2023-11,Wednesday,47,5076,930096,99.46
9535,2022-04-18,BL_CHOP,CON_5,108,2092,225936,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2022,4,2,16,2022-04,Monday,39,4212,221724,98.14
9536,2022-12-21,BL_CHOP,CON_16,123,1808,222384,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2022,12,4,51,2022-12,Wednesday,39,4797,217587,97.84
9537,2023-03-02,MX_IND,CON_22,126,6384,804384,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2023,3,1,9,2023-03,Thursday,59,7434,796950,99.08
9538,2024-01-07,AF_75,CON_23,117,6987,817479,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2024,1,1,1,2024-01,Sunday,47,5499,811980,99.33
9539,2022-05-16,AF_75,CON_2,116,8344,967904,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2022,5,2,20,2022-05,Monday,47,5452,962452,99.44
9540,2021-10-28,ESP,CON_10,114,6086,693804,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2021,10,4,43,2021-10,Thursday,58,6612,687192,99.05
9541,2024-12-24,BL_KIT,CON_9,132,2771,365772,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,12,4,52,2024-12,Tuesday,102,13464,352308,96.32
9542,2022-07-06,BL_CHOP,CON_5,117,2105,246285,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2022,7,3,27,2022-07,Wednesday,39,4563,241722,98.15
9543,2020-07-22,BL_CHOP,CON_5,106,2401,254506,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2020,7,3,30,2020-07,Wednesday,39,4134,250372,98.38
9544,2022-02-25,BL_KIT,CON_21,116,2986,346376,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2022,2,1,8,2022-02,Friday,102,11832,334544,96.58
9545,2024-06-26,BL_KIT,CON_21,97,3266,316802,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2024,6,2,26,2024-06,Wednesday,102,9894,306908,96.88
9546,2020-12-06,EX_FLAT,CON_12,117,2102,245934,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2020,12,4,49,2020-12,Sunday,71,8307,237627,96.62
9547,2022-12-26,EX_FLAT,CON_4,128,1769,226432,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2022,12,4,52,2022-12,Monday,71,9088,217344,95.99
9548,2021-12-22,EX_CIRC,CON_18,115,2055,236325,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2021,12,4,51,2021-12,Wednesday,88,10120,226205,95.72
9549,2023-06-02,AF_5,CON_19,124,4894,606856,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2023,6,2,22,2023-06,Friday,74,9176,597680,98.49
9550,2024-05-12,ESP,CON_10,108,9672,1044576,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2024,5,2,19,2024-05,Sunday,58,6264,1038312,99.4
9551,2022-08-17,AF_5,CON_19,112,5613,628656,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2022,8,3,33,2022-08,Wednesday,74,8288,620368,98.68
9552,2022-11-22,MX_IND,CON_17,132,11306,1492392,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2022,11,4,47,2022-11,Tuesday,59,7788,1484604,99.48
9553,2022-08-12,EX_FLAT,CON_4,121,1625,196625,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2022,8,3,32,2022-08,Friday,71,8591,188034,95.63
9554,2021-05-22,FAN_STD,CON_7,105,2531,265755,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2021,5,2,20,2021-05,Saturday,88,9240,256515,96.52
9555,2024-09-15,MX_IND,CON_15,114,9494,1082316,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2024,9,3,37,2024-09,Sunday,59,6726,1075590,99.38
9556,2021-12-21,FAN_STD,CON_6,101,2368,239168,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2021,12,4,51,2021-12,Tuesday,88,8888,230280,96.28
9557,2021-08-22,EX_FLAT,CON_4,104,1863,193752,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2021,8,3,33,2021-08,Sunday,71,7384,186368,96.19
9558,2024-07-12,BL_IND,CON_1,109,5985,652365,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,7,3,28,2024-07,Friday,86,9374,642991,98.56
9559,2021-12-29,BL_CHOP,CON_5,125,1986,248250,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2021,12,4,52,2021-12,Wednesday,39,4875,243375,98.04
9560,2022-08-29,MX_IND,CON_17,109,9090,990810,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2022,8,3,35,2022-08,Monday,59,6431,984379,99.35
9561,2022-11-17,FAN_STD,CON_6,125,2350,293750,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2022,11,4,46,2022-11,Thursday,88,11000,282750,96.26
9562,2023-07-08,BL_KIT,CON_9,111,3384,375624,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2023,7,3,27,2023-07,Saturday,102,11322,364302,96.99
9563,2020-02-12,AF_75,CON_14,139,6965,968135,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2020,2,1,7,2020-02,Wednesday,47,6533,961602,99.33
9564,2023-11-22,AF_5,CON_19,121,6482,784322,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2023,11,4,47,2023-11,Wednesday,74,8954,775368,98.86
9565,2023-01-29,AF_5,CON_19,133,5357,712481,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2023,1,1,4,2023-01,Sunday,74,9842,702639,98.62
9566,2023-02-28,FAN_STD,CON_6,129,1916,247164,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,2,1,9,2023-02,Tuesday,88,11352,235812,95.41
9567,2023-04-26,AF_75,CON_2,135,7471,1008585,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2023,4,2,17,2023-04,Wednesday,47,6345,1002240,99.37
9568,2022-08-06,BL_KIT,CON_21,106,2586,274116,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2022,8,3,31,2022-08,Saturday,102,10812,263304,96.06
9569,2023-10-08,EX_FLAT,CON_12,117,1735,202995,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2023,10,4,40,2023-10,Sunday,71,8307,194688,95.91
9570,2023-09-12,MX_IND,CON_17,105,7390,775950,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2023,9,3,37,2023-09,Tuesday,59,6195,769755,99.2
9571,2024-01-21,MX_IND,CON_8,110,8112,892320,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2024,1,1,3,2024-01,Sunday,59,6490,885830,99.27
9572,2022-10-26,EX_FLAT,CON_20,121,1656,200376,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2022,10,4,43,2022-10,Wednesday,71,8591,191785,95.71
9573,2021-05-11,ESP,CON_10,134,7401,991734,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2021,5,2,19,2021-05,Tuesday,58,7772,983962,99.22
9574,2023-12-02,EX_FLAT,CON_4,139,1863,258957,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2023,12,4,48,2023-12,Saturday,71,9869,249088,96.19
9575,2020-04-13,BL_CHOP,CON_5,123,2019,248337,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2020,4,2,16,2020-04,Monday,39,4797,243540,98.07
9576,2022-10-29,EX_FLAT,CON_4,140,2140,299600,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2022,10,4,43,2022-10,Saturday,71,9940,289660,96.68
9577,2020-07-19,ESP,CON_10,130,7429,965770,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2020,7,3,29,2020-07,Sunday,58,7540,958230,99.22
9578,2022-03-05,EX_FLAT,CON_4,122,1962,239364,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2022,3,1,9,2022-03,Saturday,71,8662,230702,96.38
9579,2024-01-28,MX_IND,CON_8,113,6826,771338,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2024,1,1,4,2024-01,Sunday,59,6667,764671,99.14
9580,2023-01-26,MX_IND,CON_17,125,8547,1068375,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2023,1,1,4,2023-01,Thursday,59,7375,1061000,99.31
9581,2023-08-21,MX_IND,CON_15,109,11982,1306038,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2023,8,3,34,2023-08,Monday,59,6431,1299607,99.51
9582,2024-06-04,MX_IND,CON_22,113,10722,1211586,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2024,6,2,23,2024-06,Tuesday,59,6667,1204919,99.45
9583,2021-01-28,AF_5,CON_19,109,6024,656616,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2021,1,1,4,2021-01,Thursday,74,8066,648550,98.77
9584,2023-05-07,SW,CON_3,128,2291,293248,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2023,5,2,18,2023-05,Sunday,76,9728,283520,96.68
9585,2022-07-09,BL_KIT,CON_21,121,3280,396880,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2022,7,3,27,2022-07,Saturday,102,12342,384538,96.89
9586,2021-06-16,EX_FLAT,CON_20,132,2178,287496,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2021,6,2,24,2021-06,Wednesday,71,9372,278124,96.74
9587,2021-10-23,FAN_STD,CON_7,141,1811,255351,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2021,10,4,42,2021-10,Saturday,88,12408,242943,95.14
9588,2023-02-09,MX_IND,CON_8,107,6620,708340,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2023,2,1,6,2023-02,Thursday,59,6313,702027,99.11
9589,2021-11-28,BL_CHOP,CON_5,109,2263,246667,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2021,11,4,47,2021-11,Sunday,39,4251,242416,98.28
9590,2024-07-30,AF_75,CON_14,103,8240,848720,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2024,7,3,31,2024-07,Tuesday,47,4841,843879,99.43
9591,2022-08-27,AF_75,CON_23,125,7363,920375,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2022,8,3,34,2022-08,Saturday,47,5875,914500,99.36
9592,2021-03-10,BL_CHOP,CON_11,119,2260,268940,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2021,3,1,10,2021-03,Wednesday,39,4641,264299,98.27
9593,2021-12-10,EX_FLAT,CON_20,137,1722,235914,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2021,12,4,49,2021-12,Friday,71,9727,226187,95.88
9594,2021-07-25,EX_FLAT,CON_12,139,2096,291344,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2021,7,3,29,2021-07,Sunday,71,9869,281475,96.61
9595,2024-12-28,FAN_STD,CON_7,108,2376,256608,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2024,12,4,52,2024-12,Saturday,88,9504,247104,96.3
9596,2024-10-31,MX_IND,CON_8,123,7931,975513,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2024,10,4,44,2024-10,Thursday,59,7257,968256,99.26
9597,2022-08-09,MX_IND,CON_15,97,6781,657757,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2022,8,3,32,2022-08,Tuesday,59,5723,652034,99.13
9598,2022-07-12,ESP,CON_13,126,6487,817362,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2022,7,3,28,2022-07,Tuesday,58,7308,810054,99.11
9599,2020-07-24,MX_IND,CON_17,132,9790,1292280,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2020,7,3,30,2020-07,Friday,59,7788,1284492,99.4
9600,2022-04-19,FAN_STD,CON_7,109,1801,196309,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2022,4,2,16,2022-04,Tuesday,88,9592,186717,95.11
9601,2022-03-31,BL_CHOP,CON_11,118,2265,267270,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2022,3,1,13,2022-03,Thursday,39,4602,262668,98.28
9602,2020-07-28,ESP,CON_13,119,9366,1114554,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2020,7,3,31,2020-07,Tuesday,58,6902,1107652,99.38
9603,2022-02-28,BL_CHOP,CON_11,138,2600,358800,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2022,2,1,9,2022-02,Monday,39,5382,353418,98.5
9604,2022-06-01,EX_CIRC,CON_18,113,2304,260352,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2022,6,2,22,2022-06,Wednesday,88,9944,250408,96.18
9605,2020-04-12,AF_75,CON_23,113,7359,831567,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2020,4,2,15,2020-04,Sunday,47,5311,826256,99.36
9606,2024-08-02,FAN_STD,CON_6,134,2136,286224,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2024,8,3,31,2024-08,Friday,88,11792,274432,95.88
9607,2020-12-01,BL_CHOP,CON_16,127,2097,266319,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2020,12,4,49,2020-12,Tuesday,39,4953,261366,98.14
9608,2024-10-15,BL_KIT,CON_9,120,3459,415080,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,10,4,42,2024-10,Tuesday,102,12240,402840,97.05
9609,2024-06-26,FAN_STD,CON_6,118,2082,245676,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2024,6,2,26,2024-06,Wednesday,88,10384,235292,95.77
9610,2021-07-06,AF_75,CON_2,136,7832,1065152,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2021,7,3,27,2021-07,Tuesday,47,6392,1058760,99.4
9611,2023-01-02,MX_IND,CON_15,115,6860,788900,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2023,1,1,1,2023-01,Monday,59,6785,782115,99.14
9612,2020-08-30,BL_KIT,CON_21,106,3411,361566,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2020,8,3,35,2020-08,Sunday,102,10812,350754,97.01
9613,2024-10-12,BL_IND,CON_1,131,6969,912939,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,10,4,41,2024-10,Saturday,86,11266,901673,98.77
9614,2023-07-20,EX_CIRC,CON_18,117,2732,319644,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2023,7,3,29,2023-07,Thursday,88,10296,309348,96.78
9615,2020-12-02,AF_75,CON_23,136,7209,980424,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2020,12,4,49,2020-12,Wednesday,47,6392,974032,99.35
9616,2023-05-22,FAN_STD,CON_6,121,2376,287496,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,5,2,21,2023-05,Monday,88,10648,276848,96.3
9617,2024-09-22,BL_KIT,CON_21,103,3441,354423,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2024,9,3,38,2024-09,Sunday,102,10506,343917,97.04
9618,2022-10-30,EX_FLAT,CON_20,118,1986,234348,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2022,10,4,43,2022-10,Sunday,71,8378,225970,96.42
9619,2021-02-07,EX_CIRC,CON_18,130,2297,298610,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2021,2,1,5,2021-02,Sunday,88,11440,287170,96.17
9620,2022-05-15,BL_KIT,CON_9,116,3083,357628,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2022,5,2,19,2022-05,Sunday,102,11832,345796,96.69
9621,2024-06-30,AF_5,CON_19,131,5069,664039,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2024,6,2,26,2024-06,Sunday,74,9694,654345,98.54
9622,2023-06-25,MX_IND,CON_17,131,6165,807615,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2023,6,2,25,2023-06,Sunday,59,7729,799886,99.04
9623,2022-11-24,ESP,CON_10,116,9491,1100956,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,11,4,47,2022-11,Thursday,58,6728,1094228,99.39
9624,2022-09-24,FAN_STD,CON_7,153,2032,310896,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2022,9,3,38,2022-09,Saturday,88,13464,297432,95.67
9625,2024-03-31,AF_75,CON_23,109,6987,761583,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2024,3,1,13,2024-03,Sunday,47,5123,756460,99.33
9626,2020-06-14,ESP,CON_13,126,9295,1171170,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2020,6,2,24,2020-06,Sunday,58,7308,1163862,99.38
9627,2023-03-13,BL_KIT,CON_9,109,2537,276533,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2023,3,1,11,2023-03,Monday,102,11118,265415,95.98
9628,2022-01-23,AF_5,CON_19,151,5778,872478,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2022,1,1,3,2022-01,Sunday,74,11174,861304,98.72
9629,2023-02-19,EX_CIRC,CON_24,126,2186,275436,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2023,2,1,7,2023-02,Sunday,88,11088,264348,95.97
9630,2022-10-19,FAN_STD,CON_6,131,2007,262917,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2022,10,4,42,2022-10,Wednesday,88,11528,251389,95.62
9631,2024-06-06,BL_KIT,CON_9,125,3481,435125,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,6,2,23,2024-06,Thursday,102,12750,422375,97.07
9632,2023-07-19,FAN_STD,CON_6,128,2817,360576,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,7,3,29,2023-07,Wednesday,88,11264,349312,96.88
9633,2020-09-02,MX_IND,CON_15,125,7260,907500,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2020,9,3,36,2020-09,Wednesday,59,7375,900125,99.19
9634,2024-03-27,AF_5,CON_19,114,4780,544920,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2024,3,1,13,2024-03,Wednesday,74,8436,536484,98.45
9635,2020-09-28,BL_CHOP,CON_16,105,1815,190575,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2020,9,3,40,2020-09,Monday,39,4095,186480,97.85
9636,2021-12-19,AF_5,CON_19,105,5484,575820,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2021,12,4,50,2021-12,Sunday,74,7770,568050,98.65
9637,2021-06-15,AF_75,CON_2,113,8692,982196,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2021,6,2,24,2021-06,Tuesday,47,5311,976885,99.46
9638,2020-07-16,SW,CON_3,131,2314,303134,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2020,7,3,29,2020-07,Thursday,76,9956,293178,96.72
9639,2024-05-20,BL_CHOP,CON_11,120,2507,300840,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2024,5,2,21,2024-05,Monday,39,4680,296160,98.44
9640,2024-09-17,EX_CIRC,CON_18,107,2187,234009,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2024,9,3,38,2024-09,Tuesday,88,9416,224593,95.98
9641,2024-03-29,BL_IND,CON_1,116,6330,734280,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,3,1,13,2024-03,Friday,86,9976,724304,98.64
